0.202,5
0.064,2
0.216,3
0.197,4
0.039,3
0.058,3
0.114,1
0.15,5
0.347,4
0.157,5
-0.316,1
-0.01999999999999999,1
0.316,5
0.134,4
0.252,5
0.14100000000000001,5
0.08999999999999998,2
0.10400000000000001,5
0.10099999999999999,3
-0.036,2
0.105,5
-0.166,2
0.166,5
0.321,5
0.097,4
0.154,5
-0.114,1
-0.219,1
0.14600000000000002,3
0.07600000000000001,4
0.015,5
0.229,5
0.13,5
0.198,5
0.423,5
0.167,5
0.04999999999999999,5
0.316,5
0.189,5
0.357,5
-0.10200000000000001,1
-0.079,3
0.0040000000000000036,1
-0.093,1
0.079,3
-0.013999999999999999,4
0.127,4
0.435,5
0.15999999999999998,3
0.11399999999999999,5
0.436,5
0.175,5
0.0059999999999999915,3
-0.022000000000000006,1
0.136,5
0.372,5
-0.067,4
0.30000000000000004,4
-0.088,2
0.0,3
0.0,5
0.195,5
0.207,5
0.142,5
0.291,5
0.167,5
0.142,5
0.224,5
0.565,5
0.324,5
0.356,5
0.135,5
0.397,5
0.298,5
-0.688,5
0.35,5
0.315,5
0.769,5
0.815,5
0.374,4
0.34400000000000003,5
0.03900000000000001,1
0.196,4
0.2,5
0.004,3
0.21500000000000002,2
-0.265,2
0.15,5
0.010000000000000009,2
0.417,4
-0.047000000000000014,1
-0.747,1
0.384,1
0.365,5
-0.15200000000000002,1
0.521,5
0.23800000000000002,5
0.192,5
0.397,4
-0.273,5
0.14700000000000002,5
-0.244,1
0.508,5
-0.688,3
0.434,5
-0.688,4
-0.688,4
-0.688,5
-0.688,5
-0.688,4
-0.688,4
-0.688,5
-0.688,4
-0.688,4
-0.688,2
-0.688,3
0.10599999999999998,3
0.132,4
-0.11000000000000001,2
-0.175,1
0.205,3
0.024999999999999994,4
0.14,3
-0.169,4
-0.051000000000000004,2
-0.215,1
0.03899999999999999,2
-0.184,1
-0.174,1
-0.04999999999999999,1
-0.094,4
0.007000000000000006,2
0.057999999999999996,5
-0.204,1
0.033,4
-0.086,2
0.482,4
-0.115,2
-0.034,5
0.213,5
0.0,5
-0.688,5
0.199,5
0.662,5
-0.688,1
0.615,5
0.51,5
0.123,4
0.722,5
-0.102,5
-0.11799999999999997,5
0.0,5
0.8,5
-0.078,1
0.428,5
-0.688,2
0.253,5
0.476,5
0.319,5
0.31299999999999994,5
0.0,4
0.235,4
0.209,5
0.276,4
-0.017,5
0.068,5
0.09299999999999999,5
0.174,5
0.035,3
0.468,5
-0.009000000000000008,1
0.14600000000000002,5
0.232,3
0.305,4
-0.119,3
0.249,5
0.207,4
0.388,5
0.815,3
0.205,5
0.01200000000000001,1
0.529,4
0.184,5
0.276,5
0.074,4
0.333,5
0.444,5
0.394,5
0.123,5
0.028000000000000025,4
-0.168,2
0.163,5
0.193,4
-0.11199999999999999,1
0.07100000000000001,1
0.0,5
0.169,4
-0.688,5
0.0,5
0.592,5
0.147,5
1.0,5
0.109,4
0.08800000000000001,3
0.733,5
0.03900000000000001,4
-0.688,4
-0.688,1
-0.688,5
-0.688,5
-0.688,3
0.066,2
0.085,1
0.014999999999999986,5
0.1,5
0.31200000000000006,5
-0.688,5
-0.688,4
-0.688,4
0.231,5
0.0,5
0.21200000000000002,4
-0.049999999999999996,1
0.185,5
0.178,5
0.287,4
-0.074,2
0.156,4
-0.023000000000000007,3
0.428,5
0.135,5
-0.035,2
0.133,5
0.322,4
-0.091,1
0.043999999999999984,3
0.459,2
0.355,5
0.231,5
0.119,5
0.186,4
0.082,1
-0.02800000000000001,3
0.11900000000000001,5
0.134,5
0.367,5
0.313,5
0.19699999999999998,5
-0.231,2
-0.157,1
0.0,2
0.208,5
-0.252,1
0.115,2
0.11000000000000001,5
0.245,4
0.412,5
0.15800000000000003,5
0.658,5
-0.168,2
0.565,5
0.624,5
0.336,5
0.11299999999999999,3
-0.034,3
-0.18599999999999997,2
0.097,4
0.339,5
0.06499999999999999,4
0.205,5
0.11,5
-0.688,1
0.131,5
0.132,5
0.111,2
0.619,4
-0.688,5
0.116,4
-0.688,4
-0.688,5
0.059,2
-0.03599999999999999,5
0.356,5
0.031999999999999994,3
0.07300000000000001,5
0.02600000000000001,3
0.199,5
0.258,5
0.275,4
-0.228,1
0.194,5
0.0,1
-0.10899999999999999,4
-0.688,3
0.013000000000000012,5
0.0,1
-0.08,2
0.347,5
-0.010000000000000009,3
-0.688,5
-0.688,4
0.071,4
-0.019000000000000003,5
0.737,5
0.0050000000000000044,2
-0.14,1
0.151,5
-0.688,3
-0.447,3
0.094,5
0.46,5
0.577,5
0.821,4
0.197,3
-0.008000000000000007,3
0.20699999999999996,5
0.11,5
0.432,5
0.643,5
-0.601,2
-0.057,4
-0.219,2
0.348,5
0.04000000000000001,2
0.833,5
0.155,2
0.314,5
-0.688,5
0.26,5
0.146,5
0.22,5
0.191,5
0.16100000000000003,5
0.127,5
0.199,5
0.266,5
0.197,5
0.272,5
0.271,5
0.186,5
0.10500000000000001,5
-0.188,5
0.10600000000000001,4
0.389,5
0.366,5
0.29700000000000004,5
0.261,5
